sentence,label,,,,,,,,,,,,
無理せず…は変わらないまま、少しずつ充実させていきたいと思います,23,,,,,,,,,,,,
昨晩、彦さんが京都から一時帰宅しました,24,,,,,,,,,,,,
玄関から彦さんが帰ってきた音がして、侑生と昂生は、ワクワクしながら彦さんが上がってくるのを待っていました,25,,,,,,,,,,,,
動画を写真にしたので、ちょっと画像が荒いですが、こんな感じで、嬉しそうな侑生,26,,,,,,,,,,,,
ハグの後も、甘える侑生,27,,,,,,,,,,,,
昂生も,28,,,,,,,,,,,,
大人気の彦さん,29,,,,,,,,,,,,
子供たちの本当に嬉しそうな、弾ける笑顔がとても可愛かったです,30,,,,,,,,,,,,
昨日、彦さんママが帰り、3人の夜,31,,,,,,,,,,,,
静かに感じました,32,,,,,,,,,,,,
侑生は、彦さんママがいないことが分かって、「おうちに帰っちゃったのか…また会いたいね〜」と言っていました,33,,,,,,,,,,,,
昨日は、珍しく和風な夕食にしました,34,,,,,,,,,,,,
昂生は、待ちきれずに直前にパンを食べてしまったので、残してしまいましたが、侑生は、おうどんのお代わりもして、たくさん食べてくれました,35,,,,,,,,,,,,
いつもより静かな夜ではありましたが、昂生のヤンチャは健在,36,,,,,,,,,,,,
リビングのトイレ前の洗面台をよじ登って、水遊び,37,,,,,,,,,,,,
これをするから、洗面所の前に柵を置いているんですけど、ずれていたりすると、突破されるので,38,,,,,,,,,,,,
油断できないです,39,,,,,,,,,,,,
昨日のブログに、パティ葉酸サプリとアロベビー葉酸サプリの両方飲んでいますか,40,,,,,,,,,,,,
それともどちらか,41,,,,,,,,,,,,
というご質問を頂きました。,42,,,,,,,,,,,,
同時期に2種類飲むことはないです,43,,,,,,,,,,,,
今回、アロベビー葉酸サプリを紹介してもらい、魅力的な特色がいくつかあったので、試してみようと思っているところです,44,,,,,,,,,,,,
葉酸サプリ、たくさんあって迷ってしまいますが、それぞれ特色があるので、自分なりのお気に入りを見つけられるといいですよね,45,,,,,,,,,,,,
今日、彦さんママが1週間の滞在を終え、帰路に着きました,46,,,,,,,,,,,,
今週末、彦さんが一時帰宅する予定なので、本格的に大変になるのは、来週から,1,,,,,,,,,,,,
でも、毎日お弁当作りもして、車の運転もして、彦さんのいない生活に慣れてきたし、体調も良いので、大丈夫,2,,,,,,,,,,,,
そういえば、新居に合うダイニングテーブルセットを新調しようかな…という話を前に書きましたが,3,,,,,,,,,,,,
結局、買い替えはもう少し後にしよう！ということになりました,4,,,,,,,,,,,,
侑生も昂生もテーブルに何か書いちゃったりしてまだまだ汚すだろうし、これからまた赤ちゃんが生まれるから、もう少し3人が大きくなってから買い替える方がいいね,5,,,,,,,,,,,,
と。,6,,,,,,,,,,,,
ブログにもそういったコメントを頂いて、「確かにそうだなぁ」と、とても参考になりました,7,,,,,,,,,,,,
ありがとうございました,8,,,,,,,,,,,,
これも、まだ十分使えるし、角や脚が尖っていなくて安全なので、この判断でよかったと思っています,9,,,,,,,,,,,,
というわけで、新居でも、もう暫くこちらのテーブルにお世話になります,10,,,,,,,,,,,,
彦さんママが1週間滞在してくれることを話すと,11,,,,,,,,,,,,
「姑に泊まられるのはムリ〜」と言われることが多いのですが、私には助かるし、楽しいし、何もストレスはないんです,12,,,,,,,,,,,,
それは、彦さんママが気さくで、本当にいい人だからですね,13,,,,,,,,,,,,
感謝しています,14,,,,,,,,,,,,
昨日は、午後から私は仕事でしたが、午前中に4人で公園に行きました,15,,,,,,,,,,,,
若々しい彦さんママ,16,,,,,,,,,,,,
息子たちも大好き,17,,,,,,,,,,,,
彦さんママも、元気の源になっていると言ってくれています,18,,,,,,,,,,,,
ちょっと話はそれますが,19,,,,,,,,,,,,
この遊具、なんて言うのかな…、これ、侑生は乗る係で,20,,,,,,,,,,,,
昂生は回す係でした,21,,,,,,,,,,,,
昂生、力持ちで驚きました,22,,,,,,,,,,,,
彦さんママが作ってくれた冷麦ランチ,23,,,,,,,,,,,,
あっさり、さっぱり美味しかったです,24,,,,,,,,,,,,
4月からお友達が通っている体操教室に通っている侑生,25,,,,,,,,,,,,
体操教室の前に、いつもお友達親子とランチしているのですが,26,,,,,,,,,,,,
なんか変。。。私。。。,27,,,,,,,,,,,,
なんと、スリッパのまま家を出てしまいました,28,,,,,,,,,,,,
気付いたのは、タクシーを降りるとき,29,,,,,,,,,,,,
もう待ち合わせ時間だったので、そのままお店へ,30,,,,,,,,,,,,
お友達も爆笑していました,31,,,,,,,,,,,,
食べ終わってから、同じ商業施設に入っている靴屋さんで、その日履く靴を買いました,32,,,,,,,,,,,,
ネイビーの靴が欲しかったからいいんだけど…,33,,,,,,,,,,,,
家を出るとき、わちゃわちゃしていて、急いでタクシーに乗り込んだから、全然気付かなかった,34,,,,,,,,,,,,
それにしても、衝撃的な大ボケぶりでした,35,,,,,,,,,,,,
昨日は、彦さんママと待ち合わせをして、一緒に侑生と昂生をお迎えに,36,,,,,,,,,,,,
帰ってすぐこんなにはしゃいでまだまだ元気いっぱいな昂生,37,,,,,,,,,,,,
侑生も参加,38,,,,,,,,,,,,
彦さんママが煮込みハンバーグを作ってくれました,39,,,,,,,,,,,,
大人用,40,,,,,,,,,,,,
子供用,41,,,,,,,,,,,,
ソースの中に、アスパラ、ニンジン、タマネギ、シイタケと野菜がたっぷりで栄養満点,42,,,,,,,,,,,,
とっても美味しくて、子供たちもよく食べていました,43,,,,,,,,,,,,
よく食べて、すんなり寝てくれた2人でしたが…,44,,,,,,,,,,,,
真夜中に泣き始めた侑生,45,,,,,,,,,,,,
よく聞くと、「パパ〜、パパ〜、会いたいの〜」と泣いていました,46,,,,,,,,,,,,
つられて、泣き始めた昂生,1,,,,,,,,,,,,
交互に抱っこして、30分ちょっとで2人とも寝静まりました,2,,,,,,,,,,,,
いつもは朝までぐっすりな2人なので、久しぶりの感覚で、こんな日々もあったなぁ…と、なんだか懐かしい夜でした,3,,,,,,,,,,,,
彦さんは、今日から京都へ,4,,,,,,,,,,,,
その間のサポートを…と、昨日より、彦さんママが大阪から来てくれました,5,,,,,,,,,,,,
昨晩は、お土産に持って来てくれた「今井のうどん」をみんなで食べました,6,,,,,,,,,,,,
流石、美味しかったです,7,,,,,,,,,,,,
おかずに、豚肉、ニラ、もやしの炒め物,8,,,,,,,,,,,,
たことアボガド入りのサラダ,9,,,,,,,,,,,,
うどんとお肉は、侑生も昂生も、モリモリ食べてくれました,10,,,,,,,,,,,,
昂生は、たこもアボガドも,11,,,,,,,,,,,,
侑生は、サラダは食べず、代わりに最近お気に入りの茹でブロッコリー,12,,,,,,,,,,,,
彦さんママが来てくれて、助かります,13,,,,,,,,,,,,
1週間ほど滞在してくれます,14,,,,,,,,,,,,
本当に有り難いです,15,,,,,,,,,,,,
性別が分かったというブログに、「産み分けはしましたか,16,,,,,,,,,,,,
」というご質問をいくつか頂きました。,17,,,,,,,,,,,,
産み分けってどうやって,18,,,,,,,,,,,,
と、初歩的な疑問を持っているくらい、よく分かっていないです,19,,,,,,,,,,,,
食べ物とか関係あるのかな…,20,,,,,,,,,,,,
私の場合は、産み分ける発想も知識も全くなく、自然に任せっぱなしでした,21,,,,,,,,,,,,
「女の子もいるといいよね〜」とよくみんなに言われていたので、「そうなのかな〜」くらいにしか思っていなかったのですが,22,,,,,,,,,,,,
みなさんのコメントにも、大人になったら、相談相手になってくれるし、買い物も一緒に行けるし、女親にとって娘はいい,23,,,,,,,,,,,,
とたくさんあったので、なんだか嬉しくなりました,24,,,,,,,,,,,,
女同士だと口喧嘩も凄い！と聞きますが、そういうもの,25,,,,,,,,,,,,
私は、母が穏やかな人だったからか、あまり母と喧嘩した覚えがないけど…,26,,,,,,,,,,,,
今日は、ライブミーの最終回,27,,,,,,,,,,,,
3人目が女の子だったことについて、話が盛り上がるかな,28,,,,,,,,,,,,
最終回スペシャルということで、オール雑談で行きましょ,29,,,,,,,,,,,,
質問があれば、是非してくださいね,30,,,,,,,,,,,,
ニャンズもこんな感じで待っていると思います,31,,,,,,,,,,,,
ダウンロードがまだの方は、こちらからダウンロード（無料です）,32,,,,,,,,,,,,
iPhoneの方はこちら,33,,,,,,,,,,,,
アンドロイドの方はこちら,34,,,,,,,,,,,,
21時30分〜23時まで配信しますので、ぜひ覗いてくださいね,35,,,,,,,,,,,,
朝からクティと戯れる昂生,36,,,,,,,,,,,,
大好き,37,,,,,,,,,,,,
楽しい,38,,,,,,,,,,,,
クティも優しい,39,,,,,,,,,,,,
2人の子供と3匹の猫でも十分賑やかですが、秋には、1人増えて、さらに賑やかになるんですね,40,,,,,,,,,,,,
女の子と分かって、なんとなくイメージができるようになりました,41,,,,,,,,,,,,
前のブログに、たくさんのお祝いの言葉や感想など、ありがとうございました,42,,,,,,,,,,,,
みなさんのコメントを読ませていただき、嬉しくて、楽しみな気持ちが倍増しました,43,,,,,,,,,,,,
みなさんのおっしゃる通り、男性陣はメロメロになるのかな,44,,,,,,,,,,,,
侑生と昂生が妹にどう接していくのかも、楽しみです,45,,,,,,,,,,,,
妊婦健診に行ってきました,46,,,,,,,,,,,,
大きさは500gくらいで、この時期としては標準的で…,1,,,,,,,,,,,,
とっても元気に動いていて、順調,2,,,,,,,,,,,,
とのことでした。,3,,,,,,,,,,,,
そして、性別については…,4,,,,,,,,,,,,
女の子でした,5,,,,,,,,,,,,
女の子と予想されている方がとても多かったですよね,6,,,,,,,,,,,,
みなさん、凄い,7,,,,,,,,,,,,
この2人に妹ができるんですね〜,8,,,,,,,,,,,,
2人とも、可愛がってくれるかな,9,,,,,,,,,,,,
私にとって、女の子の育児は未知の世界ですが、がんばりたいと思います,10,,,,,,,,,,,,
とても楽しみです,11,,,,,,,,,,,,
双子のような兄弟,12,,,,,,,,,,,,
双子のような…ではなく、双子のクッたま,13,,,,,,,,,,,,
チビちゃんは、血が繋がっていないけれど、クッたまの妹のような存在,14,,,,,,,,,,,,
3人目は、弟かな…妹かな…,15,,,,,,,,,,,,
ドキドキ…,16,,,,,,,,,,,,
明日の健診で分かるかも…,17,,,,,,,,,,,,
健診の結果は、また報告します,18,,,,,,,,,,,,
今日は、無印良品で、ポリプロピレンの収納ケースをたくさん買いました,19,,,,,,,,,,,,
こちらの背の高いクローゼットの中に4列3段入れようと思っているのと、寝室のクローゼットの中にも6個追加しました,20,,,,,,,,,,,,
全部で18個購入,21,,,,,,,,,,,,
ワイドタイプの大と小を使い分けたいと思います,22,,,,,,,,,,,,
小には衣類で、大には彦さんのバーベルとか高さがあるもの…,23,,,,,,,,,,,,
引っ越し後、まだ行き場が決まっていないものたちも、これで、スッキリ収納できると思います,24,,,,,,,,,,,,
1歳5ヶ月の昂生,25,,,,,,,,,,,,
いま通っている保育園では、もうトイトレが始まっています,26,,,,,,,,,,,,
園では、紙オムツを使わず、布オムツで、2時間おきくらいにオマルかトイレに座らせてくれるんです,27,,,,,,,,,,,,
昂生は、一日2回成功することも結構あって、成功率が高い！と言っていただいているので、もしかしたらこの夏取れるかなぁ…とちょっと期待,28,,,,,,,,,,,,
家でもちょこちょこ成功しています,29,,,,,,,,,,,,
無理することはないけど、早い段階ですんなり取れたら、いいですよね,30,,,,,,,,,,,,
園の方針に感謝しています,31,,,,,,,,,,,,
今日は、ライブミーの日,32,,,,,,,,,,,,
今日含めて、あと2回の配信なので、今日と次回は、雑談,33,,,,,,,,,,,,
できる限りの質問にお答えします,34,,,,,,,,,,,,
中国語講座だけ、最後にちょっと総まとめします,35,,,,,,,,,,,,
ダウンロードがまだの方は、こちらからダウンロード（無料です）,36,,,,,,,,,,,,
iPhoneの方はこちら,37,,,,,,,,,,,,
アンドロイドの方はこちら,38,,,,,,,,,,,,
21時30分〜23時まで配信しますので、ぜひ覗いてくださいね,39,,,,,,,,,,,,
子供たちが寝静まった頃を見計らって、一匹一匹と部屋に入ってくるニャンズ,40,,,,,,,,,,,,
昨晩は、珍しくチビが先頭,41,,,,,,,,,,,,
次に、クティ,42,,,,,,,,,,,,
最後に、たま,43,,,,,,,,,,,,
はい、3匹入りました,44,,,,,,,,,,,,
週末、階段にベビーゲートを取り付けました,45,,,,,,,,,,,,
ニャンズは余裕で飛び越えられるはずなのに、なぜか、いまのところゲートの前まで来て引き返しています,46,,,,,,,,,,,,
1つ目,1,,,,,,,,,,,,
は、リビングから降りる階段,2,,,,,,,,,,,,
2つ目は、中2階から降りる階段,3,,,,,,,,,,,,
開けないと通れないのは多少面倒ではあるけれど、安心安全には代え難い,4,,,,,,,,,,,,
デザインがシンプルで、使い勝手もいいし、しっかりしているし、とても気に入りました,5,,,,,,,,,,,,
取り付けてよかった〜,6,,,,,,,,,,,,
侑生のお友達のママが大相撲に行くということで、土曜日、お友達を預かったのですが、お土産に色々と頂きました,7,,,,,,,,,,,,
お相撲さんのマグカップ,8,,,,,,,,,,,,
お相撲さんの人形焼,9,,,,,,,,,,,,
そして、お相撲あんみつ,10,,,,,,,,,,,,
日曜は、侑生のお友達とそのママさんたちが遊びにきてくれて、気軽なホームパーティをしました,11,,,,,,,,,,,,
彦さんの唐揚げが子供たちに大好評で、「家ではこんなに食べない…」と、ママさんたちから作り方の質問を受けて…,12,,,,,,,,,,,,
彦さんは「作り甲斐がある！」と、嬉しそうでした,13,,,,,,,,,,,,
ウルトラマンや海の生物や動物のフィギュアを持ち出して遊ぶチームと,14,,,,,,,,,,,,
プラレールやパワードリルなどで遊ぶチームに分かれていました,15,,,,,,,,,,,,
みんな仲良しだけど、それぞれ遊びの好みがあるよね〜とママさんたちで話していました,16,,,,,,,,,,,,
ルーフバルコニーでは、シャボン玉,17,,,,,,,,,,,,
みんながロフトに集まっている間…,18,,,,,,,,,,,,
昂生は、彦さんとまったり〜,19,,,,,,,,,,,,
みんなの楽しげな様子が最高,20,,,,,,,,,,,,
でした,21,,,,,,,,,,,,
土日は、お友達が遊びに来てくれることが多くて、賑やかです,22,,,,,,,,,,,,
侑生も昂生も、お友達が来てくれると、とても嬉しそう,23,,,,,,,,,,,,
楽しそうな子供たちを見て、私たち親も嬉しくなります,24,,,,,,,,,,,,
ちなみに、昨日のブログに、子供用の本棚付き収納について質問がいくつかありましたので、お答えします,25,,,,,,,,,,,,
と…,26,,,,,,,,,,,,
楽天ショップで購入しました,27,,,,,,,,,,,,
「子供、棚、収納」とか「子供 収納 本棚付き」などで検索すると出てくるかと思います,28,,,,,,,,,,,,
ご参考までに…,29,,,,,,,,,,,,
子供たちの遊びスペースにしているロフトは、すぐこんな感じに,30,,,,,,,,,,,,
侑生には片付けるように言っているのですが、完璧には片付けられないのと、片付けている隙から昂生が荒らして行くので、なかなか,31,,,,,,,,,,,,
私は、毎晩、子供たちが寝た後にここを片付けるのが密かな楽しみなんです,32,,,,,,,,,,,,
子供たちが面白いところにおもちゃを隠していたり、仕舞っていたりすると、クスッと笑っちゃうし、この絵本大好きだよね〜、こんな遊び方するようになったな〜とか色々思います,33,,,,,,,,,,,,
それに翌日また楽しんでくれるかな〜と思いながら、少し位置,34,,,,,,,,,,,,
を変えて整理したり、ちょっと小細工したりして、ワクワクします,35,,,,,,,,,,,,
昨日は、とりあえずこんな感じに整理しました,36,,,,,,,,,,,,
袋や箱のまま置いているオモチャもあるし、まだ出していないプラレールもあるし、あと2〜3個、棚を買いたいところだな〜,37,,,,,,,,,,,,
時間みつけて、買いに行こうと思います,38,,,,,,,,,,,,
昨日は、侑生、昂生ともに初めての遠足でした,39,,,,,,,,,,,,
とってもいい天気でした,40,,,,,,,,,,,,
4人分のお弁当はどれくらいで、どんなものがいいのか、忘れ物はないか、集合時間に遅れないか…など、初めてのことで不安はありつつ,41,,,,,,,,,,,,
早めに集合場所へ到着,42,,,,,,,,,,,,
みんなとおしゃべりしていたら、不安も吹き飛び、楽しくなって来ました,43,,,,,,,,,,,,
遠足の一番の目玉は、1kmマラソン大会,44,,,,,,,,,,,,
運動会みたいですね,45,,,,,,,,,,,,
彦さんと侑生が参加して、見事完走,46,,,,,,,,,,,,
侑生は、途中ちょっと歩いたけれど、大部分を走ったとのことです,1,,,,,,,,,,,,
1kmなんて走れない…,2,,,,,,,,,,,,
と思ったけれど、みんなに触発されてがんばったんですね〜,3,,,,,,,,,,,,
私は、昂生と、昂生のクラスのレクリエーションに参加していたので、見ることはできなかったのですが,4,,,,,,,,,,,,
後から聞いて、感動しました,5,,,,,,,,,,,,
最初だし、無理せず、簡単に…ということで、彦さんが作ってくれたお弁当,6,,,,,,,,,,,,
青空の下で、食べるお弁当は、とても美味しかったです,7,,,,,,,,,,,,
お弁当タイムには合流して、一緒に,8,,,,,,,,,,,,
侑生も昂生もモリモリ食べていました,9,,,,,,,,,,,,
息子たちがお友達と仲良く楽しそうに戯れている姿を見て、とても嬉しかったです,10,,,,,,,,,,,,
無事に終わって、ほっとしました,11,,,,,,,,,,,,
1kmマラソン完走の勲章,12,,,,,,,,,,,,
大切にします,13,,,,,,,,,,,,
ニャンズ大好きな昂生,14,,,,,,,,,,,,
見つけると、すぐに肌をスリスリ,15,,,,,,,,,,,,
チビちゃんにも,16,,,,,,,,,,,,
ちょっと強引,17,,,,,,,,,,,,
お部屋に入らなかったたまちゃんが心配そうに見ています,18,,,,,,,,,,,,
子供たちがいると、あまり部屋の中に入りたがらないたまちゃんです,19,,,,,,,,,,,,
ニャンズは基本的に子供たちのことが苦手なので、じっと受け入れている姿は偉いなぁ…と思いますが、昂生もニャンズへの接し方がだいぶ優しくなってきました,20,,,,,,,,,,,,
人への接し方はもちろん、動物への接し方も少しずつ分かってきている気がします,21,,,,,,,,,,,,
入園してから、侑生も昂生も変化が著しいです,22,,,,,,,,,,,,
先生方やお友達からいい影響を受けているのがよく分かります,23,,,,,,,,,,,,
登園のときも、座り込んだり、反対方向に走って行ったりすることがなくなり、侑生が昂生の手を引いて、2人ともちゃんと歩くようになったし,24,,,,,,,,,,,,
侑生は毎日最初から最後まで洋服の脱ぎ着を自分でやり,25,,,,,,,,,,,,
口もさらに達者になりました,26,,,,,,,,,,,,
「ママ、またつけっぱなしだよ〜」と言われた時は笑いました,27,,,,,,,,,,,,
洗面所の電気のこと…,28,,,,,,,,,,,,
彦さんに似ちゃって…,29,,,,,,,,,,,,
今日は、ライブミーの日,30,,,,,,,,,,,,
今日は、入園してからの子供たちの色々な変化についてお話ししたいと思います,31,,,,,,,,,,,,
つい先日、個人面談もあったので、そこでお聞きしたことも,32,,,,,,,,,,,,
とても勉強になったので、みなさんにも参考になれば…と思って,33,,,,,,,,,,,,
法律相談は、悪質タックル問題で話題になっている件に因んで、スポーツでも犯罪になる場合があるの,34,,,,,,,,,,,,
というテーマを扱いたいと思います。,35,,,,,,,,,,,,
子供にスポーツをやらせるにしても、大事なテーマになりますので、確認しておきましょう,36,,,,,,,,,,,,
あと、メッセージで頂いた、退職届を受理してもらえない…というご相談についてもお話しします,37,,,,,,,,,,,,
中国語講座は、よく使うフレーズ特集,38,,,,,,,,,,,,
ダウンロードがまだの方は、こちらからダウンロード（無料です）,39,,,,,,,,,,,,
iPhoneの方はこちら,40,,,,,,,,,,,,
アンドロイドの方はこちら,41,,,,,,,,,,,,
ライブミーのお休みに入るまで、今日含めて、あと3回です,42,,,,,,,,,,,,
ぜひみてくださいね,43,,,,,,,,,,,,
21時30分にお会いしましょう,44,,,,,,,,,,,,
普段、甘いものをあまり食べないのですが、妊娠してから食べたくなります,45,,,,,,,,,,,,
昨晩も、食べちゃいました,46,,,,,,,,,,,,
KALDIの宇治抹茶寒天,1,,,,,,,,,,,,
あんは好きではないので、付属のつぶあんは使わずに、黒蜜をかけて頂きます,2,,,,,,,,,,,,
この黒糖みつポーションも,3,,,,,,,,,,,,
KALDIで買いました,4,,,,,,,,,,,,
黒蜜、好きなんです,5,,,,,,,,,,,,
ほかの寒天にも掛けて食べよっと,6,,,,,,,,,,,,
でも、妊娠中の糖分摂り過ぎは危険なので、注意します…,7,,,,,,,,,,,,
日曜日、侑生の友達家族が遊びに来てくれました,8,,,,,,,,,,,,
雨がパラパラ降って来たので、外遊びを諦めて、家でガンダムを観よう,9,,,,,,,,,,,,
ということになりパパと子供たちは、リビングへ,10,,,,,,,,,,,,
ママは、ダイニングでお茶しながらおしゃべり,11,,,,,,,,,,,,
ふと、リビングに目をやると、友達のパパのところに、子供たちが集まっていました,12,,,,,,,,,,,,
特に、昂生がベッタリ,13,,,,,,,,,,,,
（ボーダーの服を着ているのが昂生です）,14,,,,,,,,,,,,
「◯◯パパ、大人気だね〜」と話してしばらくして、また見たら…,15,,,,,,,,,,,,
やっぱり集まっている,16,,,,,,,,,,,,
いつもは彦さんも子供達に大人気ですが、この日は、パパ友に完敗,17,,,,,,,,,,,,
上には上がいるものです,18,,,,,,,,,,,,
今日は、母の日ですね,19,,,,,,,,,,,,
母と彦さんママに、日頃の感謝の気持ちを込めて、プレゼントを,20,,,,,,,,,,,,
当日には会えませんでしたが、近いうちに会って渡したいと思っています,21,,,,,,,,,,,,
カーネーションのハーバリウムと、ラベンダーのワックスサシェ,22,,,,,,,,,,,,
一目見て、気に入って購入しました,23,,,,,,,,,,,,
侑生の仲良しのお友達のママが手作りで作っている作品で、サイトを教えてもらい、パッと見たときから、キレイ,24,,,,,,,,,,,,
と思ってすぐ購入。,25,,,,,,,,,,,,
一目惚れです,26,,,,,,,,,,,,
手作りだから、商品が売れてすぐなくなってしまうのだけど、みなさんも宜しければ、見てみてください,27,,,,,,,,,,,,
侑生と昂生からは、可愛いプレゼントをもらいました,28,,,,,,,,,,,,
嬉しい〜,29,,,,,,,,,,,,
昨日載せた長靴のブランドのご質問をいくつか頂きましたので、お答えすると、ダイアナです,30,,,,,,,,,,,,
ご参考までに,31,,,,,,,,,,,,
さてさて、彦さんが仕事で長期に亘って不在になる予定がありまして…,32,,,,,,,,,,,,
そのときは流石に運転しないと色々厳しそうなので…,33,,,,,,,,,,,,
出勤前に、新車の運転練習しました,34,,,,,,,,,,,,
デリカは大きいから、慣れないとぶつけそうで、怖い,35,,,,,,,,,,,,
でも、私の運転技術について、とりあえず彦さんOKがでました,36,,,,,,,,,,,,
車庫入れもやりましたが、「うまいうまい…」と褒めてくれました,37,,,,,,,,,,,,
かーなーり慎重にやるから、多分大丈夫,38,,,,,,,,,,,,
…かな,39,,,,,,,,,,,,
彦さんがいる間に、もう少し練習します,40,,,,,,,,,,,,
昨日は、朝、強い雨が降りましたね,41,,,,,,,,,,,,
子供たちは、長靴履いて、レインコート着て、ご機嫌でしたが…,42,,,,,,,,,,,,
雨の日の送り迎えは、大変です,43,,,,,,,,,,,,
今日もさきほど雷を伴って、強く降りました,44,,,,,,,,,,,,
最近よく降りますね,45,,,,,,,,,,,,
送り迎えではなく、出勤時なのですが、先日、駅構内で3回ほどツルッと滑ってしまって、怖くなって、長靴を購入しました,46,,,,,,,,,,,,
ゆっくり歩いていたので、よろけただけで済みましたが、急いでいたら、きっと、すってんころりんでした…,1,,,,,,,,,,,,
長靴は安定感抜群で、安心です,2,,,,,,,,,,,,
侑生の長靴は、かえるさん,3,,,,,,,,,,,,
並べると、子供用の可愛いこと,4,,,,,,,,,,,,
小さい,5,,,,,,,,,,,,
今日は、久々、ライブミーの日です,6,,,,,,,,,,,,
「新居のキッチン公開して〜」というリクエストがあったので、ダイニングからの配信にしようかな…と思っていますが、昂生が寝ていなかったら、最初は私の部屋から配信になるかも…,7,,,,,,,,,,,,
侑生は、お昼寝をしなくなって、幼稚園で思い切りエネルギー使って帰ってくるので、確実に寝ていると思います,8,,,,,,,,,,,,
法律相談と、中国語講座もやりますよ,9,,,,,,,,,,,,
法律相談は、「セクハラ罪はない」という発言で話題のセクハラについて,10,,,,,,,,,,,,
セクハラ罪はなくて、じゃあ、何なの,11,,,,,,,,,,,,
という疑問から、みなさんの質問にお答えしながらお話しできればと思います。,12,,,,,,,,,,,,
ライブミーのお休みに入るまで、ラスト4回の配信なので、ぜひ見てくださいね,13,,,,,,,,,,,,
ダウンロードがまだの方は、こちらからダウンロード（無料です）,14,,,,,,,,,,,,
iPhoneの方はこちら,15,,,,,,,,,,,,
アンドロイドの方はこちら,16,,,,,,,,,,,,
本日、21時30分〜、みなさんとお話できるのを楽しみにしています,17,,,,,,,,,,,,
愛あるステキなあなたへ,18,,,,,,,,,,,,
これから、私たちが,19,,,,,,,,,,,,
学ぶテーマのひとつに,20,,,,,,,,,,,,
「パートナーシップ」,21,,,,,,,,,,,,
があると思っています。,22,,,,,,,,,,,,
これから,23,,,,,,,,,,,,
パートナーと出逢う人も…,24,,,,,,,,,,,,
いま、パートナーと,25,,,,,,,,,,,,
「深め愛」の段階に入っている人も…,26,,,,,,,,,,,,
あなたの,27,,,,,,,,,,,,
「幸せなパートナーシップ」は,28,,,,,,,,,,,,
水面下で,29,,,,,,,,,,,,
ちゃくちゃくと進んでいます。,30,,,,,,,,,,,,
だから,31,,,,,,,,,,,,
いま起きている,32,,,,,,,,,,,,
目の前のことを,33,,,,,,,,,,,,
楽しみながら味わってくださいね。,34,,,,,,,,,,,,
それで今回は…,35,,,,,,,,,,,,
「『本当の自分』になったとき『運命の人』はすぐそばにいる！」,36,,,,,,,,,,,,
という話をしたいと思います。,37,,,,,,,,,,,,
「運命のパートナー」というものが,38,,,,,,,,,,,,
いるのだとしたら…,39,,,,,,,,,,,,
あなたが,40,,,,,,,,,,,,
「本当の自分」として,41,,,,,,,,,,,,
生きることを始めたとき…,42,,,,,,,,,,,,
その人はあなたの前に現れます。,43,,,,,,,,,,,,
たとえば、あなたに,44,,,,,,,,,,,,
「お役割」（天職）,45,,,,,,,,,,,,
というものがあるとしますよね。,46,,,,,,,,,,,,
その「お役割」をするには…,1,,,,,,,,,,,,
あなたは思い切って,2,,,,,,,,,,,,
いままで,3,,,,,,,,,,,,
お勤めしていた会社をやめて…,4,,,,,,,,,,,,
独立したりフリーになったり人前であなたの「やりたいこと」を,5,,,,,,,,,,,,
発表する必要があるかもしれません。,6,,,,,,,,,,,,
ところがそのときに…,7,,,,,,,,,,,,
「私はやっぱり安定を手放すのが恐いから…」,8,,,,,,,,,,,,
「私がこんなことをしたら人からなんといわれるかわからないから…」,9,,,,,,,,,,,,
と、自分の「本当の気持ち」を封じ込めて,10,,,,,,,,,,,,
一歩を踏み出せないでいると…,11,,,,,,,,,,,,
「運命のパートナー」というのは出てきません。,12,,,,,,,,,,,,
「ちょっと軽い気持ちでお付き合いする人」とか…,13,,,,,,,,,,,,
あなたと同じように,14,,,,,,,,,,,,
「自分の気持ちを封じ込めている人」は,15,,,,,,,,,,,,
出てくるかもしれませんが…,16,,,,,,,,,,,,
「運命のパートナー」,17,,,,,,,,,,,,
と呼べる人はたぶん出てこないでしょう。,18,,,,,,,,,,,,
なぜなら,19,,,,,,,,,,,,
あなた自身が,20,,,,,,,,,,,,
あなたの「本当の気持ち」に,21,,,,,,,,,,,,
ウソをついているからです。,22,,,,,,,,,,,,
あなたが「運命のパートナー」と,23,,,,,,,,,,,,
出逢いたいのなら…,24,,,,,,,,,,,,
あなたが「本当の気持ち」を大切にして…,25,,,,,,,,,,,,
「本当の人生」を生きることです。,26,,,,,,,,,,,,
たとえば,27,,,,,,,,,,,,
会社をやめたり,28,,,,,,,,,,,,
独立する「覚悟」が,29,,,,,,,,,,,,
まだ決まっていないときは…,30,,,,,,,,,,,,
お休みの日や,31,,,,,,,,,,,,
アフターファイブなどに,32,,,,,,,,,,,,
あなたの「本当の気持ち」が…,33,,,,,,,,,,,,
「私はこれがしたい！」,34,,,,,,,,,,,,
「私はここに行きたい！」,35,,,,,,,,,,,,
と言っていることを…,36,,,,,,,,,,,,
めいっぱいやってみましょう。,37,,,,,,,,,,,,
その場所がちょっぴり遠かったり…,38,,,,,,,,,,,,
交通費などに,39,,,,,,,,,,,,
お金がかかったとしても…,40,,,,,,,,,,,,
あなたの「本当の気持ち」が…,41,,,,,,,,,,,,
「ぜひ、それをやってみて！」,42,,,,,,,,,,,,
